" Журнал « Детская энциклопедия» Проект «Главная детская библиотека России» Проект «1812 год» Проект «Герои Олимпиад» Проект «Из Красной книги»"," Пропаганда «читающего образа жизни». Пропаганда памятных дат истории Отечества – 200-летия Бородинского сражения, воспитание у детей чувства патриотизма, гордости за свою страну, увековечение памяти героев тех далеких дней. Цель проекта: способствовать пропаганде спорта, здорового образа жизни. Цель проекта: формирование бережного отношения к природе, среде нашего обитания, сохранение животного и растительного мира – первостепенная задача и обязанность человека, воспитание чувства ответственности за экологическую безопасность нашей страны."
" Журнал «Про книги. Журнал библиофила» Проект «История развития славянской литературы на примере лучших классических образцов.","Сохранению и расширению культурного и исторического пространства русского и иных славянских языков в рамках Года литературы и чтения в Содружестве Независимых Государств."
" Журнал «Россия в глобальной политике» Проект «Роль и место России в диалоге культур и цивилизаций современного мира»","Цель проекта – обозначить наиболее важные проблемы в области межкультурных и межнациональных отношений в России, а также в связях между Россией и окружающим миром."
" Журнал «Знамя» Проект «Литературный журнал «Знамя» как фактор инновационной трансформации современного литературного пространства»","Проект направлен на поддержание «читающего образа жизни» и рассчитан на все поколения читателей."
" Журнал «Акбузат», Проект «Мама, папа и я – счастливая семья»","Цель проекта: формирование гармонично развитого юного гражданина Российской Федерации, и морально, и материально готового создать полноценную семью в будущем."
" Газета «Йэшлек», Проект «Приоритет нации – здоровая молодежь»","Цель проекта - внедрение ценностей здорового образа жизни нации. Формирование у молодого поколения культуры здоровья."
" Газета «Молодежная газета», Проект «Здоровая нация – сильная Россия»","Цель проекта – формирование у молодежи негативного отношения к социальным проблемам, губящим и уносящим жизнь работоспособного населения."
" Журнал «Веселые картинки» Проект «Читаем вместе дома»","Цель проекта: побуждение детской аудитории к чтению, поддержка потребности в регулярном получении разнообразной информации через активное чтение детской периодики, вовлечение новых категорий взрослых читателей в семейное досуговое чтение."
" Журнал «Детская Роман-газета» Проект «Детское чтение для сердца и разума» ","Цель проекта: воспитание юных читателей в духе уважения к отечественной истории, культуре и литературе; нравственное совершенствование детей, пробуждение в них интереса к творчеству. "
" Журнал «Эскиз» Проект «Азбука Искусства» Проект «Знакомьтесь – ИНДИЯ» - ","Цель проекта: рассказать о мире искусств, дать детям не только знание и понимание общих законов его развития, но и познакомить ребенка с историей, культурными традициями разных цивилизаций, стран, народов, вызвать у него желание творить, видеть и понимать прекрасное. Это настоящая энциклопедия Индии, созданная детьми. "
" Газета «Юность Севера» («Кэскил») Проект «От дружбы в спорте – к миру на земле»","Цель проекта: привлечение внимания широких кругов российской и зарубежной общественности к проведению Игр «Дети Азии», как социально значимому мероприятию, направленному на укрепление имиджа России и Якутии за рубежом;"
" Журнал «Лазурь» Проект «Бережное отношение к природе – забота о будущем страны»","Цель проекта: способствовать выработке у подрастающего поколения социальной активности, бережного отношения к природе, побудить их участвовать в ее охране."
" Журнал «Внешкольник. Социальное, трудовое и художественное воспитание детей» Проект «Светофор: школа безопасности детей и взрослых»","Цель проекта : развитие эффективных форм и методов работы с детьми , учителями, преподавателями дополнительного образования по предупреждению опасного поведения на дорогах."
" Журнал «Детский Дом» Проект «Дети-сироты – будущие граждане России» ","Проект направлен на решение двух важных и актуальных задач. Во-первых, на сокращение количества детей-сирот, воспитывающихся в специальных учреждениях, за счет расширения их семейного устройства, которому способствует его пропаганда и информационное сопровождения на страницах журнала «Детский Дом». А во-вторых, проект направлен на улучшение качества воспитания, развития и подготовки к самостоятельной жизни воспитанников детских домов и школ-интернатов, в которых продолжает пребывать значительная часть сирот."
" Журнал «Знак вопроса» Проект «Социальное здоровье нации» "," Актуальность проекта обусловлена накопившимися в стране проблемами социального характера: подрыв института семьи (а в год семьи чрезвычайно важна ее поддержка), преступность, детская беспризорность, терроризм, в т.ч. и на межнациональной основе; наркомания, алкоголизм, сложная экологическая ситуация, медицинское нездоровье сограждан и т.п.."
" Журнал «Игра и дети» Проект «Семья без конфликтов»","Социальная значимость проекта заключается в укреплении стабильности семейного института и повышении его устойчивости; снижения конфликтности в семье; пропаганде семейных ценностей — таких, как ответственное материнство и отцовство, родительское чадолюбие."
" Газета «Планета Здоровья» Проект «МУЖ и ЧИН»","Цель проекта: пропаганда семейных ценностей, культа здоровой семьи, любви к детям; укрепление здоровья населения страны, сокращение смертности и увеличение рождаемости, внедрение здорового образа жизни."
" Журнал «Print \"," Profit» (Печать и прибыль) Проект «Успешная отрасль – читающая страна!»","Проект затрагивает одну из актуальных для современного российского общества проблем – усиление интеллектуального и научного потенциала издательской и полиграфической отрасли."
" Журнал «Солдат удачи» Проект «Воспитание патриотизма, как основы духовного возрождения России, укоренение в сознании положительного имиджа армии новой эпохи, формирование чувства долга, чести, любви к Родине»","Задача проекта:- жесткое противодействие попыткам дискредитации, девальвации патриотической идеи, пропаганда патриотизма на страницах журнала."
" Журнал «Полиграфия» Проект «Отечественная полиграфия: пути повышения эффективности»","Цель проекта: распространение информации о новой технике, технологиях, полиграфических материалах, о новейших достижениях науки в области допечатных, печатных и отделочных процессов, систем управления производством, рассказ о передовом отечественном и зарубежном опыте."
" Журнал «Читаем вместе» Проект «Проблема чтения в зеркале современности» ","Проект направлен на поднятие престижа книги и чтения в современном российском обществе."
" Журнал «Арион» Проект «Сохранение и развитие культурно-нравственных ценностей и традиций русской поэзии, популяризация поэтического слова как важной составляющей “читающего образа жизни”» ","Цель проекта – популяризация высоких духовных и художественных достоинств русской поэзии, помощь молодым литераторам и широкой читательской аудитории в освоении ее наследия и восприятии современного поэтического языка."
" Журнал «Дружба народов» Проект «Многонациональная Россия, страны СНГ – рубежи современного взаимодействия. Журнал «Дружба народов», вступающий в свое семидесятилетие, как уникальное средство сотрудничества на постсоветском культурном пространстве»","Цель проекта – сбережение культурно-нравственных ценностей, укрепление межнационального, межконфессионального взаимопонимания народов России, сохранение самобытности народов Российской Федерации, упрочнение позиций русского языка и русской культуры в государствах СНГ, через воспитание уважения к творческому вкладу народов в культуру преодоления отчужденности и ксенофобии."
" Журнал «Нева» Проект «Нева» без границ: поддержка чтения – собирание России».","Цель проекта: через публикации романов, повестей и рассказов пропагандировать семейные ценности, повысить престиж образования и чтения в семье; помочь осмыслению актуальной современности России, проанализировать проблемы государственного развития, способствовать формированию правового сознания, развитию духовного начала в Человеке."
" Журнал «Новый мир» Проект «Новые писатели – они и о них» ","Социальная значимость проекта заключается в том, что с 2008 года журнал «Новый мир» будет выделять существенную часть своего объема для произведений авторов, которые еще не приобрели широкой известности у читателей. А именно для молодых прозаиков, поэтов, эссеистов, очеркистов, драматургов, литературных критиков, литературоведов, талантливых дебютантов в области фикшн и нон-фикшн литературы, современным русскоязычным литераторам и литературным критикам ближнего и дальнего зарубежья, еще не получившим широкого признания в России."
" Журнал «Современная драматургия» Проект «Молодые имена для российской афиши»","Цель проекта: поиск, отбор, подготовка к публикации и распространение пьес молодых, начинающих драматургов из различных регионов России"
" Журнал «Башкортостан укытыусыхы» («Учитель Башкортостана») Проект «Учитель – это звучит гордо!»","Цель проекта: способствовать позитивным процессам обновления системы образования в целом, показать рост профессионального потенциала педагогических кадров, место и роль учителя в воспитании и обучении детей, поддержку государства в рамках национального проекта «Образование» - престижность учительского труда. "
" Журнал «Агидель» Проект «Родиной многонациональной, дружбою сильной, В песнях воспетой – душа, гордись!»","Цель проекта: воспитание патриотизма, возрождение вековых традиций российского народа как дружба, любовь к отчизне, уважение к великой истории многонациональной России, родного Башкортостана. "
" Журнал «Бельские просторы» Проект «В семье единой»","Цель проекта: при помощи художественных форм и средств воспитание человека высокой нравственности и культуры, патриота и интернационалиста; пропаганда семейных ценностей, культа здоровой семьи, любви к детям, укрепление духовных и нравственных начал в семейной жизни. "
" Журнал «Веселые картинки» о природе. Журнал для детей «Филя» Проект «Природа вокруг нас»","Цель проекта: приобщение широкой детской аудитории к проблемам сохранения окружающей среды, ее флоры и фауны. "
" Журнал «Детский юмористический журнал «Ералаш» Проект «Я и моя счастливая семья»","Цель проекта в рамках государственной программы «2008 год – Год Семьи»: пропаганда традиционных семейных ценностей, полноценного семейного воспитания детей в уважении к старшему поколению; повышение авторитета родителей, подготовка детей к социально ориентированной жизни в обществе и в семье."
" Журнал «Костер» Проект «Сердечное пространство» ","Проект направлен на формирование у детей и подростков базовых, прежде всего, семейных, общечеловеческих ценностей, развитие творческих способностей, стремления к созидательной самореализации, повышению образовательного и культурного уровня."
" Журнал «Мурзилка» Проект «Дети и семейные ценности. Пропаганда семейного чтения, создание в семье атмосферы престижа образования»","Цель проекта: объединение усилий семьи, школы, общественности в воспитании интереса детей и взрослых к чтению, к сохранению русского языка, языков народов России, в повышении престижа семьи в культурном, нравственном и духовном развитии детей младшего школьного возраста."
" Журнал «Чиж и Ёж» Проект «Моя семейная республика»","Проект заявляет тему «Год семьи» и объявляет творческий конкурс для детей, который будет проходить в течение всего 2008 года."
" Газета «Твоя семья» Проект «Голос ребенка»","Цель проекта: сделать достоянием гласности детский взгляд на проблемы человечества и общества, дать возможность заявить о себе и своем мнении."
" Журнал «Вертолетная индустрия» Проект «Защита интеллектуальной собственности и информационное обеспечение инновационной деятельности в вертолетной индустрии»","Цель: Освещение проблем вертолетной индустрии. Журнал выступает своего рода трибуной для всех субъектов отрасли, местом для открытой дискуссии, где можно обсуждать самые острые вопросы, ставить проблемы и находить способы и методы их разрешения, что в целом способствует инновационной деятельности."
" Журнал «ВЕСИ» Проект «Живая планета» ","Проект направлен на пропаганду экологических программ областного и регионального уровней, на освещение Свердловской областной программы «Родники», на воспитание экологического мышления, на поддержку таких заповедных зон, как Аркаим, Игнатиевская пещера, Кыртомка, Тюменские родоновые источники, озера Шарташ, Тургояк, Кисегач, Балтым, Таватуй, Прохладное и Светлое, сохранение национальных парков «Оленьи ручьи» и «Пышминские боры», реки Чусовая, Исеть, Сылва, Пышма, Ницца, Тобол, Ивдель, Миасс, Уфа…"
" Журнал «Вопросы литературы» Проект «Литературная критика: современное прочтение классики» ","Цель проекта: поддержка культуры чтения, углубление понимания текста."
" Журнал «Главная Тема» Проект «Возрождение Земли Сибирской. Агломерация»","Постановка проблем, связанных с вызовами времени: ухудшением состояния здоровья сибиряков, отток молодых профессиональных кадров за пределы Иркутской области, опустения городов и сел, растущего дефицита человеческих ресурсов."
" Журнал «Илин» Проект «Международные спортивные Игры «Дети Азии» ","Цель проекта: информационная поддержка IV Международных спортивных Игр “Дети Азии» в рамках Года семьи в России; пропаганда детского спорта, культуры и истории республики и Российской Федерации; укрепление здоровья нации, внедрение здорового образа жизни, профилактика потребления наркотических веществ и курения, игромании, прежде всего, среди молодёжи (школьников)."
" Журнал «Менеджер - кино» Проект «100-летие отечественного кинопроизводства. Роль киноискусства в формировании национальных ценностей общества и российского государства»","В год 100-летия отечественного кинопроизводства журнал «Менеджер. Кино», пропагандируя празднование юбилейной даты в истории Отечества, организует дискуссию о роли и влиянии отечественного киноискусства на формирование национального сознания и менталитета общества на исторических этапах развития российской государственности."
" Журнал «Наше наследие» Проект «Память России: открыть, спасти, сохранить»","Проект направлен на открытие и публикацию памятников русской истории и культуры, привлечение к ним внимания специалистов, широкого круга читателей, всех, кому дорого прошлое нашей Родины. Тем самым журнал воспитывает чувство патриотизма, любви к своей стране, ее истории и культуре. "
" Журнал «Няня» Проект «Наши семейные ценности»"," Главной целью проекта является профессиональный анализ состояния современной российской семьи, формирование общественного мнения по наиболее значимым демографическим аспектам и, прежде всего, повышение уровня рождаемости в России."
" Журнал «Студенчество» Проект «Студенческий семейный узел» Проект «Культура повседневности» ","Проект представлен рубрикой «Студенческий семейный узел», где будут публиковаться материалы студентов-молодоженов, опытных супругов, психологи будут разбирать трудности и советовать, как из разрешить, будет публикации об опыте вузов о бытовом и социальном устройстве студенческих семей. Проект представлен рубрикой «Культура повседневности», где будут публиковаться материалы о культуре и нормах поведения в обществе, будут выступать студенты и преподаватели, деятели культуры, старые интеллигенты, харизматические личности."
" Журнал «Университетская книга» Проект «Образование, наука и культура: через традиции к инновациям»","Цель проекта: – повышение качества учебной литературы для вузов, распространение практического и теоретического опыта создания и развития инновационных моделей вузовского учебника, в том числе электронных, и для новых форм образования; – освещение актуальных проблем учебного книгоиздания в условиях модернизации российского высшего образования и др."
" Газета «Утро вечера мудренее» Проект «Семья - общество в миниатюре» ","Цель проекта – повышение статуса семьи как главной составляющей гражданского общества, являющейся лакмусовой бумажкой здорового или нездорового его состояния; укрепление института брака; изменение демографической ситуации в регионе и воспитание личности, способной нести ответственность за свои поступки, за своих близких, а значит, и за сохранение нашей страны как целостного государства с его национальными традициями и культурой."
" Журнал «Учитель Проект «Открытая творческая лаборатория социального сотрудничества педагогов и родителей»","Цель проекта: повышение эффективности социального сотрудничества коллективов образовательных учреждений и родителей обучаемых, создание на страницах журнала системы презентации и апробации инновационных воспитательных идей и инициатив, расширение участия родительской общественности в деятельности учебных заведений и др."
" Журнал «Октябрь» Проект «Литература – «охранная грамота» семьи» ","Целью проекта является поиск и публикация лучших современных произведений, не только в той или иной мере затрагивающих тему семьи как в ее историко-культурном, так и сущностном аспекте, тему воспитания и нравственного созревания сегодняшних людей, тему социализации и актуальных отношений представителей разных слоев и возрастов с социумом и др."
" Газета «Добрая Дорога Детства» Проект «Пусть наши дети будут живы, здоровы и счастливы»","Целью проекта является обеспечение и сохранение жизни детей на дорогах страны, воспитание законопослушного гражданина своей страны с высоконравственной системой ценностей"
" Журнал «Марамыз»(«Созвездие») Проект «Мир глазами детей»","Цель проекта: воспитание любви к природе, к родителям, семье, самостоятельного размышления о себе и о семье, о роли семьи и будущей профессии в становлении и укреплении Отчизны; формирование бережного отношения к природе, интереса к истории, культуре и искусству народов."
" Журнал «Нафаня» Проект «Моя родня за 100 лет»","Цель проекта: укрепление семьи, обращение к вечным семейным ценностям: любовь к близким, уважение к старшим, забота о стариках, возвращение к нравственным началам человеческих отношений. "
" Журнал «Альманах библиофила» Проект «Памятники книжной культуры»","Пропаганда книжной культуры посредством публикаций материалов о исторических, редких, антикварных книгах, их прошлом и настоящем, а также о людях, посвятивших им жизнь, о той огромной роли, которую играет в жизни современного общества печатное слово. "
" Журнал «Литературная учеба» Проект «Обучение слову, обучение словом». Писательская и читательская культура.","Проект, направлен на развитие прямого назначения литературы через мастерство писателя: на духовное совершенствование народа, на воспитание человека книгой."
" Журнал Российский экслибрисный журнал» Проект «Памятники книжной графики»","Пропаганда книжного знака как элемента книжной графики посредством публикаций материалов об исторических, редких, антикварных экслибрисах, их прошлом и настоящем, а также о художниках и коллекционерах, посвятивших им жизнь, о той значительной роли, которую играет экслибрис в истории книги, памятников книжной культуры. "
" Газета «Сто советов» Проект «Хозяйствовать с головой» ","Цель проекта - создание информационного пространства, способствующего экономическим преобразованиям на пути перехода от натурального хозяйства к современной экономике. Поднятие сельского хозяйства на уровень передовых инноваций, способствующих образованию новейшей инфраструктуры на селе; улучшению конкурентоспособности сельскохозяйственной продукции, сырья и продовольствия."
" Журнал «У книжной полки: журнал для библиотек» Проект «Проблема семейного чтения в условиях современного книжного рынка. Книги для семейного чтения: выбор журнала «У книжной полки: журнал для библиотек»","Цель проекта: пропаганда семейного чтения, повышение компетентности т формирование вкуса в области чтения и книжной культуры, вовлечение детей и подростков в активное квалифицированное чтение, содействие обеспечению библиотек наиболее полной и квалифицированной информацией о лучших новинках книжного рынка России в области семейного чтения."
" Журнал «День и Ночь» Проект «Моя страна, моя семья, моя культура»","Информационная поддержка мероприятий в рамках Года семьи в России; пропаганда семейных ценностей, культа здоровой семьи, любви к детям, пропаганда семейного чтения, создания в семье атмосферы престижа образования."
" Журнал «Звезда» Проект «Современный терроризм, его история, корни и экстремизм как его питательная среда»","Цель проекта: познакомить широкого читателя и сотрудников антитеррористических структур с историей, психологией, современными особенностями международного терроризма и отражением этой острой проблематики в общественном сознании, дать максимально ясное и широкое представление о том, что такое современный терроризм, как он связан с подобными явлениями ХХ века и более ранних времен, что является питательной средой этого страшного явления. "
" Газета «Центр Азии» Проект «Люди центра Азии: многонациональная семья» ","Цель проекта - способствовать укреплению взаимопонимания и согласия в многонациональном обществе Республики Тыва, осознанию общности людей разных национальностей, вероисповеданий, профессий, возрастов, как граждан одного Отечества – России."
" Журнал «Аллюки» Проект «Ступеньки к счастью»","Цель проекта – поддержка и развитие литературного, музыкального, изобразительного, научно технического и иных общественно полезных форм творчества детей дошкольного и младшего школьного возраста, детей, оставшихся без попечительства родителей, выявлять среди них таланты"
" Журнал «Шонкар» Проект «Наша армия не одна: с нею – вся страна»","Цель проекта: повышение престижа воинской службы, обоснованности оборонных затрат и приоритета национальных интересов России в ее внешней политике, изменению отношения к службе в армии среди молодых людей и в обществе в целом в положительную сторону."
" Журнал «Ватандаш» Проект «Мир на планете начинается дома»","Освещение совокупности политико-правовых, социально-экономических, культурных и прочих проблем с целью формирования общественного мнения и настроения, способствующих претворению в жизнь Указа Президента «2008 – Год Семьи»."
" Газета для ветеранов и пенсионеров «Забота -Арчы» Проект «Якутян дороги фронтовые»","Проект посвящен 65-летию победы в Великой Отечественной войне и предполагает публикацию воспоминаний участников войны и ветеранов тыла."
" Журнал «Лэгъупыкъу» («Радуга») Проект «Природа и мы – целое одно»","Цель проекта: воспитание в подрастающем поколении экологической культуры, бережного отношения и любви к живой природе, ответственности за состояние окружающей среды и сохранении ее для себя и будущих поколений; оказание помощи в углублении и совершенствовании своих знаний о природе."
" Журнал «Чуораанчык»,«Колокольчик» Проект «Ценности традиционной семьи» ","Цель проекта: ознакомление юных читателей с азами традиционной семейной педагогики, воспитание здорового и всесторонне развитого ребенка, пропаганда нравственных и культурных ценностей, способствовать сохранению самобытности народов республики, укреплению чувства взаимоуважения между ними."
" Журнал «Юный художник» Проект «Спецвыпуск журнала «Юный художник», посвященный Году семьи в России»","Цель проекта: раскрыть тему семьи на материале изобразительного искусства."
" Газета «Молодежь Бурятии» Проект «Бурятия: пора надежд, пора свершений»","Формирование у жителей республики чувства ответственности и сопричастности за всё, что происходит в республике, воспитание корпоративного духа и неприятия негативных социальных явлений (наркомании, алкоголизма, преступности, низкого культурного уровня)."
" Журнал «Бизнес и общество» Проект «Новые подходы в решении социальных проблем: популяризация лучших практик партнерства органов госуправления, благотворительных организаций, социально ответственных компаний»","Цель проекта - освещение и популяризация нового опыта институтов гражданского общества в сфере социального партнерства, а также современных механизмов взаимодействия с бизнесом и органами государственного управления в решении социальных, культурных и иных проектов."
" Журнал «Виктория – Большой сбор» Проект «Профессия – Родину защищать»","Цель проекта: укрепление имиджа армии и флота, престижа военной профессии, обобщение и распространение опыта работы организаций и общественных объединений, занимающихся патриотическим воспитанием детей и молодежи, увековечиванием памяти защитников Отечества."
" Журнал «Дитя человеческое. Взрослым о детях» Проект «Каждый ребенок должен иметь семью»","Материалы проекта о семейных детских домах, программе Российского детского фонда, о людях с добрым сердцем – родителях-воспитателях, взывают е милосердию, к состраданию, подталкивают взрослых к принятию отеческих и материнских решений в отношении брошенных детей."
" Журнал «Домашняя энциклопедия для вас» Проект «Уроки Российской Фемиды»","Цель проекта: помочь россиянам освоить терминологию нового бытия в России. Освоение законов о земле, собственности, браке, творчестве требует знаний особой терминологии, форм подачи заявления в суд, в прокуратуру, в МВД, в государственные органы."
" Журнал «Живописная Россия» Проект «Отношение природы и человека – это отношения двух культур!» (Д.С.Лихачев)","Цель проекта: осознание того факта, что природа и человек – взаимозависимы, что без уважительного отношения человека к природе невозможно и доброжелательное (без природных катаклизмов) отношение природы к человеку."
" Журнал «Здоровье» Проект «Правильный выбор – залог здоровья!»","Проект представлен специальным разделом журнала «Здоровье» Health Guide (путеводитель по медицинским услугам) - специальный раздел журнала «Здоровье», предоставляющий самую злободневную информацию о новых высокотехнологичных медицинских услугах, развитие которых предусмотрено Национальным проектом «Здоровье»."
" Журнал «Знание-сила» Проект «Новые кадры для новой России»","Цель проекта: пропаганда науки как мотора инновационной экономики, воспитание инновационного мышления, содействие становлению кадров, необходимых для развития науки и инновационной экономики."
" Газета «Илкэн» Проект «Кочевые школы – основа сохранения родных языков»","Цель проекта – связь с кочевыми школами, развитие языков коренных народов Якутии, сохранение и пропаганда культуры и традиционного хозяйствования малых народов севера. Единственная газета для коренных народов Севера печатающаяся на эвенском, эвенкийском, юкагирском, долганском, чукотском, якутском языках."
" Журнал «Путеводная звезда. Школьное чтение» Проект «Книга – бесценное богатство. Приближаем классику к детям»","Нельзя переоценить роль художественной литературы, особенно классической в становлении личности подростка. Прекрасное, убедительное слово не стареет, а воспринимается как сказанное сегодня, задевает за сердце, заставляет размышлять, остается в душе. "
" Газета «Саровская пустынь» «Год литературы»","Данный проект направлен на пропаганду «читающего образа жизни» и информационную поддержку Года литературы и чтения в Содружестве Независимых Государств; на пропаганду семейного чтения."
" Журнал «Сделай сам» Проект «От домашнего ремесла – к рабочей профессии»","Цель проекта: активно влиять не только на выбор профессии, но и на психологию подрастающего поколения."
" Газета «Собеседник» Проект «Чистые руки»","Проект представлен циклом публикаций, направленных на раскрытие механизмов коррупции в различных слоях общества и разного уровня власти, придание общественного резонанса одной из важнейших проблем демократического общества."
" Газета «Советский спорт» Проект «От детских команд – к большим победам»","Цель проекта – пропаганда здорового образа жизни и интереса к спорту; формирование позитивного общественного мнения жителей России, как к спорту высоких достижений, так и к детскому спорту; укрепление авторитета российского спорта."
" Журнал «Справочник классного руководителя» Проект «Социальная защита учащихся и воспитательная работа»","Проект представлен спецвыпуском журнала, в котором дается практическая информация для педагогов и классных руководителей общеобразовательных учреждений, методики реализации комплекса мероприятий по оказанию социальной помощи детям, нуждающимся в экстренной социальной поддержке и др."
" Журнал «Справочник руководителя дошкольного учреждения» Проект «Социальная защита детей и педагогов дошкольного учреждения»","Проект представлен рубрикой «Социальная защита» - информация для руководителей дошкольных учреждений: -взаимодействие ДОУ с семьями, находящимися в социально-опасном положении, государственная поддержка молодых семей, льготы многодетным и малоимущим семьям и др."
" Журнал «Справочник руководителя образовательного учреждения» Проект «Социальная защита учащихся и педагогов общеобразовательного учреждения»","Проект представлен рубрикой «Социальная защита» - информация для руководителей общеобразовательных учреждений о системе практических, правовых, психолого-педагогических и прочих мер, обеспечивающих условия для физического, умственного и духовно-нравственного развития учащихся."
" Журнал «Цыгане России» Проект «К толерантности и решению проблем цыганского народа»","Цель проекта: развитие межнационального и межконфессионального общения, сохранение культурных традиций и самобытности цыганского народа; защита прав и интересов цыганского народа; укрепление самосознания цыганского народа, его консолидации, повышение образовательного уровня цыганской молодежи и пр."
" Газета «Чита спортивная» Проект «Равнодушен к спорту – равнодушен к себе!»","Цель проекта: воспитание физически и морально здорового поколения россиян, сокращение смертности и увеличение рождаемости, жесткое противодействие распространению наркомании и алкоголизма, бытовой распущенности."
" Журнал «Полярная звезда» Проект «Якутия: развитие цивилизации и культуры на Крайнем Севере»","Цель проекта: освещение взаимовлияния и взаимовыгодного сотрудничества научно-технической и творческой интеллигенции России и Якутии в развитии градостроительства и киноиндустрии Республики Саха (Якутия)."
" Журнал «Юность» Проект «Символы истории и государственная символика. Возвращающаяся необратимость»","Цель проекта: формирование у читателя, особенно молодого, осознанного представления о символичности историко-литературного процесса, о связи исторического пути того или иного государства с его символикой. Выявление важных вех в истории Отечества, которые, так или иначе связаны с государственной символикой."
" Журнал «Аманат» (Завет) Проект «Мой друг, Отчизне посвятим души прекрасные порывы!»","Цель проекта: воспитание у подрастающего поколения патриотизма, высоких моральных качеств, уважения исторического наследия России и любви к активному творчеству"
" Газета «Йэншишма»(«Живой родник») Проект «Уроки безопасности»","Цель проекта: пропаганда здорового образа жизни, воспитание у юных читателей навыков выживания в экстремальных ситуациях."
" Журнал «Кипиня» Проект «Perehel kattil sagedembah kiehuu» – «Семейный котел гуще кипит»","Цель проекта: воспитание у детей уважительного отношения к семье, семейным устоям и традициям, их сохранению и возрождению."
" Газета «Орловский комсомолец» Проект «Семья: личное дело – национальный интерес»","Цель проекта: пропаганда идеи возрождения целостности государства, создание предпосылок для здорового развития общества, обретения одной общенациональной идеи, духа единения, укрепления культурных, человеческих, и, прежде всего — семейных ценностей."
" Журнал «Башкортостан кызы» Проект «Мама, я хочу жить» ","Цель проекта- способствовать позитивным процессам демографии и обновления общества."
" Журнал «Карелия» Проект «Навеки сплотила великая Русь» ","Цель проекта: углубить представления читателей о духовном единстве российского народа, показать на примере межнационального и межконфессионального общения народов России, в частности, основных этнических групп в Республике Карелия, цивилизованное единство российского государства, общность духовно–нравственных ценностей, которое проявляется в многообразии самобытных национальных культур."
" Газета «Пенсионер» Проект «От сердца к сердцу» ","Главная задача проекта - раскрытие личностных возможностей, социальное просвещение граждан, реализация идеи цепочки добрых дел, направление потребности в самореализации пожилых людей для решения социальных задач во имя общественной пользы."
" Газета «Так живем» Проект «Особая семья: доступность информации – путь из замкнутого круга","Цель проекта: идеологическая, правовая и моральная помощь особым семьям (воспитывающим инвалидов и имеющим в своем составе инвалидов; многодетным, опекунским, асоциальным) в преодолении замкнутости их жизненного пространства."
